GeneID,Symbol,Synonyms,chromosome,Ensembl,HGNC,MIM,type_of_gene
325,APCS,HEL-S-92n|PTX2|SAP,1,ENSG00000132703,HGNC:584,104770,protein-coding
326,AIRE,AIRE1|APECED|APS1|APSI|PGA1,21,ENSG00000160224,HGNC:360,607358,protein-coding
327,APEH,AARE|ACPH|APH|D3F15S2|D3S48E|DNF15S2|OPH,3,ENSG00000164062,HGNC:586,102645,protein-coding
328,APEX1,APE|APE1|APEN|APEX|APX|HAP1|REF1,14,ENSG00000100823,HGNC:587,107748,protein-coding
329,BIRC2,API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1,11,ENSG00000110330,HGNC:590,601712,protein-coding
330,BIRC3,AIP1|API2|CIAP2|HAIP1|HIAP1|IAP-1|MALT2|MIHC|RNF49|c-IAP2,11,ENSG00000023445,HGNC:591,601721,protein-coding
331,XIAP,API3|BIRC4|IAP-3|ILP1|MIHA|XLP2|hIAP-3|hIAP3,X,ENSG00000101966,HGNC:592,300079,protein-coding
332,BIRC5,API4|EPR-1,17,ENSG00000089685,HGNC:593,603352,protein-coding
333,APLP1,APLP,19,ENSG00000105290,HGNC:597,104775,protein-coding
334,APLP2,APLP-2|APPH|APPL2|CDEBP,11,ENSG00000084234,HGNC:598,104776,protein-coding
335,APOA1,AMYLD3|HPALP2|apo(a),11,ENSG00000118137,HGNC:600,107680,protein-coding
336,APOA2,Apo-AII|ApoA-II|apoAII,1,ENSG00000158874,HGNC:601,107670,protein-coding
337,APOA4,-,11,ENSG00000110244,HGNC:602,107690,protein-coding
338,APOB,FCHL2|FLDB|LDLCQ4|apoB-100|apoB-48,2,ENSG00000084674,HGNC:603,107730,protein-coding
339,APOBEC1,APO1|APOBEC-1|BEDP|CDAR1|HEPR,12,ENSG00000111701,HGNC:604,600130,protein-coding
341,APOC1,APOC1B|Apo-CI|ApoC-I|apo-CIB|apoC-IB,19,ENSG00000130208,HGNC:607,107710,protein-coding
342,APOC1P1,APOC1P|ApoC-IA,19,ENSG00000291128,HGNC:608,,pseudo
343,AQP8,AQP-8,16,ENSG00000103375,HGNC:642,603750,protein-coding
344,APOC2,APO-CII|APOC-II,19,ENSG00000234906,HGNC:609,608083,protein-coding
345,APOC3,APOCIII|Apo-C3|ApoC-3,11,ENSG00000110245,HGNC:610,107720,protein-coding
346,APOC4,APO-CIV|APOC-IV,19,ENSG00000267467,HGNC:611,600745,protein-coding
347,APOD,-,3,ENSG00000189058,HGNC:612,107740,protein-coding
348,APOE,AD2|APO-E|ApoE4|LDLCQ5|LPG,19,ENSG00000130203,HGNC:613,107741,protein-coding
350,APOH,B2G1|B2GP1|BG,17,ENSG00000091583,HGNC:616,138700,protein-coding
351,APP,AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2|alpha-sAPP|preA4,21,ENSG00000142192,HGNC:620,104760,protein-coding
353,APRT,AMP|APRTD,16,ENSG00000198931,HGNC:626,102600,protein-coding
354,KLK3,APS|KLK2A1|PSA|hK3,19,ENSG00000142515,HGNC:6364,176820,protein-coding
355,FAS,ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6,10,ENSG00000026103,HGNC:11920,134637,protein-coding
356,FASLG,ALPS1B|APT1LG1|APTL|CD178|CD95-L|CD95L|FASL|TNFSF6|TNLG1A,1,ENSG00000117560,HGNC:11936,134638,protein-coding
357,SHROOM2,APXL|HSAPXL,X,ENSG00000146950,HGNC:630,300103,protein-coding
358,AQP1,AQP-CHIP|CHIP28|CO,7,ENSG00000240583,HGNC:633,107776,protein-coding
359,AQP2,AQP-CD|NDI2|WCH-CD,12,ENSG00000167580,HGNC:634,107777,protein-coding
360,AQP3,AQP-3|GIL,9,ENSG00000165272,HGNC:636,600170,protein-coding
361,AQP4,MIWC|MLC4|WCH4|hAQP4,18,ENSG00000171885,HGNC:637,600308,protein-coding
362,AQP5,AQP-5|PPKB,12,ENSG00000161798,HGNC:638,600442,protein-coding
363,AQP6,AQP2L|KID,12,ENSG00000086159,HGNC:639,601383,protein-coding
364,AQP7,AQP7L|AQPap|GLYCQTL,9,ENSG00000165269,HGNC:640,602974,protein-coding
366,AQP9,AQP-9|HsT17287|SSC1|T17287,15,ENSG00000103569,HGNC:643,602914,protein-coding
367,AR,AIS|AR8|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM,X,ENSG00000169083,HGNC:644,313700,protein-coding
368,ABCC6,ABC34|ARA|EST349056|GACI2|MLP1|MOAT-E|MOATE|MRP6|PXE|PXE1|URG7,16,ENSG00000091262,HGNC:57,603234,protein-coding
369,ARAF,A-RAF|ARAF1|PKS2|RAFA1,X,ENSG00000078061,HGNC:646,311010,protein-coding
372,ARCN1,COPD|SRMMD|SSMG,11,ENSG00000095139,HGNC:649,600820,protein-coding
373,TRIM23,ARD1|ARFD1|RNF46,5,ENSG00000113595,HGNC:660,601747,protein-coding
374,AREG,AR|AREGB|CRDGF|SDGF,4,ENSG00000109321,HGNC:651,104640,protein-coding
375,ARF1,PVNH8,1,ENSG00000143761,HGNC:652,103180,protein-coding
377,ARF3,-,12,ENSG00000134287,HGNC:654,103190,protein-coding
378,ARF4,ARF2,3,ENSG00000168374,HGNC:655,601177,protein-coding
379,ARL4D,ARF4L,17,ENSG00000175906,HGNC:656,600732,protein-coding
380,ARF4P1,ARF4P,9,,HGNC:657,,pseudo
381,ARF5,-,7,ENSG00000004059,HGNC:658,103188,protein-coding
382,ARF6,-,14,ENSG00000165527,HGNC:659,600464,protein-coding
383,ARG1,-,6,ENSG00000118520,HGNC:663,608313,protein-coding
384,ARG2,-,14,ENSG00000081181,HGNC:664,107830,protein-coding
387,RHOA,ARH12|ARHA|EDFAOB|RHO12|RHOH12,3,ENSG00000067560,HGNC:667,165390,protein-coding
388,RHOB,ARH6|ARHB|MST081|MSTP081|RHOH6,2,ENSG00000143878,HGNC:668,165370,protein-coding
389,RHOC,ARH9|ARHC|H9|RHOH9,1,ENSG00000155366,HGNC:669,165380,protein-coding
390,RND3,ARHE|Rho8|RhoE|memB,2,ENSG00000115963,HGNC:671,602924,protein-coding
391,RHOG,ARHG,11,ENSG00000177105,HGNC:672,179505,protein-coding
392,ARHGAP1,CDC42GAP|RHOGAP|RHOGAP1|p50rhoGAP,11,ENSG00000175220,HGNC:673,602732,protein-coding
393,ARHGAP4,C1|RGC1|RhoGAP4|SrGAP4|p115,X,ENSG00000089820,HGNC:674,300023,protein-coding
394,ARHGAP5,GFI2|RhoGAP5|p190-B|p190BRhoGAP,14,ENSG00000100852,HGNC:675,602680,protein-coding
395,ARHGAP6,RHOGAP6|RHOGAPX-1,X,ENSG00000047648,HGNC:676,300118,protein-coding
396,ARHGDIA,GDIA1|HEL-S-47e|NPHS8|RHOGDI|RHOGDI-1,17,ENSG00000141522,HGNC:678,601925,protein-coding
397,ARHGDIB,D4|GDIA2|GDID4|LYGDI|Ly-GDI|RAP1GN1|RhoGDI2,12,ENSG00000111348,HGNC:679,602843,protein-coding
398,ARHGDIG,RHOGDI-3,16,ENSG00000242173,HGNC:680,602844,protein-coding
399,RHOH,ARHH|IMD129|TTF,4,ENSG00000168421,HGNC:686,602037,protein-coding
400,ARL1,ARFL1,12,ENSG00000120805,HGNC:692,603425,protein-coding
401,PHOX2A,ARIX|CFEOM2|FEOM2|NCAM2|PMX2A,11,ENSG00000165462,HGNC:691,602753,protein-coding
402,ARL2,ARFL2|MRCS1,11,ENSG00000213465,HGNC:693,601175,protein-coding
403,ARL3,ARFL3|JBTS35|RP83,10,ENSG00000138175,HGNC:694,604695,protein-coding
405,ARNT,ARNT1|HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2,1,ENSG00000143437,HGNC:700,126110,protein-coding
406,BMAL1,ARNTL|ARNTL1|BMAL1c|JAP3|MOP3|PASD3|TIC|bHLHe5,11,ENSG00000133794,HGNC:701,602550,protein-coding
407,ARR3,ARRX|MYP26|cArr,X,ENSG00000120500,HGNC:710,301770,protein-coding
408,ARRB1,ARB1|ARR1,11,ENSG00000137486,HGNC:711,107940,protein-coding
409,ARRB2,ARB2|ARR2|BARR2,17,ENSG00000141480,HGNC:712,107941,protein-coding
410,ARSA,ASA|MLD,22,ENSG00000100299,HGNC:713,607574,protein-coding
411,ARSB,ASB|G4S|MPS6,5,ENSG00000113273,HGNC:714,611542,protein-coding
412,STS,ARSC|ARSC1|ASC|ES|SSDD|XLI,X,ENSG00000101846,HGNC:11425,300747,protein-coding
413,ARSC2,ARSC,X,,HGNC:716,301780,unknown
414,ARSD,ASD,X,ENSG00000006756,HGNC:717,300002,protein-coding
415,ARSL,ARSE|ASE|CDPX|CDPX1|CDPXR,X,ENSG00000157399,HGNC:719,300180,protein-coding
416,ARSF,ASF,X,ENSG00000062096,HGNC:721,300003,protein-coding
417,ART1,ART2|ARTC1|CD296|RT6,11,ENSG00000129744,HGNC:723,601625,protein-coding
418,ART2P,ART1P|ARTC2AP|RT6,11,,HGNC:724,,pseudo
419,ART3,ARTC3,4,ENSG00000156219,HGNC:725,603086,protein-coding
420,ART4,ARTC4|CD297|DO|DO/ART4|DOK1,12,ENSG00000111339,HGNC:726,110600,protein-coding
421,ARVCF,-,22,ENSG00000099889,HGNC:728,602269,protein-coding
424,ARVD3,ARVD2,14,,,602086,unknown
425,ARVD4,-,2,,,602087,unknown
427,ASAH1,AC|ACDase|ASAH|PHP|PHP32|SMAPME,8,ENSG00000104763,HGNC:735,613468,protein-coding
429,ASCL1,ASH1|HASH1|MASH1|bHLHa46,12,ENSG00000139352,HGNC:738,100790,protein-coding
430,ASCL2,ASH2|HASH2|MASH2|bHLHa45,11,ENSG00000183734,HGNC:739,601886,protein-coding
431,ASD1,-,5,,,108800,unknown
432,ASGR1,ASGPR|ASGPR1|CLEC4H1|HL-1,17,ENSG00000141505,HGNC:742,108360,protein-coding
433,ASGR2,ASGP-R2|ASGPR2|CLEC4H2|HBXBP|HL-2,17,ENSG00000161944,HGNC:743,108361,protein-coding
434,ASIP,AGSW|AGTI|AGTIL|ASP|SHEP9,20,ENSG00000101440,HGNC:745,600201,protein-coding
435,ASL,ASAL,7,ENSG00000126522,HGNC:746,608310,protein-coding
436,ASLP1,ASLL,22,,HGNC:747,,pseudo
438,ASMT,ASMTY|HIOMT|HIOMTY,X|Y,ENSG00000292336,HGNC:750,402500,protein-coding
439,GET3,ARSA-I|ARSA1|ASNA-I|ASNA1|CMD2H|TRC40,19,ENSG00000198356,HGNC:752,601913,protein-coding
440,ASNS,ASNSD|TS11,7,ENSG00000070669,HGNC:753,108370,protein-coding
442,ASNSP2,ASNSL2,21,,HGNC:755,,pseudo
443,ASPA,ACY2|ASP,17,ENSG00000108381,HGNC:756,608034,protein-coding
444,ASPH,AAH|BAH|CASQ2BP1|FDLAB|HAAH|JCTN|junctin,8,ENSG00000198363,HGNC:757,600582,protein-coding
445,ASS1,ASS|CTLN1,9,ENSG00000130707,HGNC:758,603470,protein-coding
447,ASS1P2,ASSP2,2,ENSG00000223922,HGNC:765,,pseudo
449,ASS1P4,ASSP4,X,ENSG00000213487,HGNC:767,,pseudo
450,ASS1P5,ASSP5,X,ENSG00000227881,HGNC:768,,pseudo
451,ASS1P6,ASSP6,Y,ENSG00000215583,HGNC:769,,pseudo
453,ASS1P8,ASSP8,4,,HGNC:771,,pseudo
454,ASS1P9,ASSP9,5,ENSG00000217791,HGNC:772,,pseudo
455,ASS1P10,ASSP10,5,ENSG00000215325,HGNC:760,,pseudo
459,ASS1P14,ASSP14,12,ENSG00000257316,HGNC:764,,pseudo
460,ASTN1,ASTN,1,ENSG00000152092,HGNC:773,600904,protein-coding
462,SERPINC1,AT3|AT3D|ATIII|ATIII-R2|ATIII-T1|ATIII-T2|THPH7,1,ENSG00000117601,HGNC:775,107300,protein-coding
463,ZFHX3,ATBF1|ATBT|ATFB8|C16orf47|SCA4|ZFH-3|ZNF927,16,ENSG00000140836,HGNC:777,104155,protein-coding
465,ATD,ATD1,15,,,208500,unknown
466,ATF1,EWS-ATF1|FUS/ATF-1|TREB36,12,ENSG00000123268,HGNC:783,123803,protein-coding
467,ATF3,-,1,ENSG00000162772,HGNC:785,603148,protein-coding
468,ATF4,CREB-2|CREB2|TAXREB67|TXREB,22,ENSG00000128272,HGNC:786,604064,protein-coding
469,ATF4P1,ATF4P|TAXREB67P|TXREBP,X,,HGNC:789,,pseudo
470,ATHS,ALP,19,,,108725,unknown
471,ATIC,AICAR|AICARFT|HEL-S-70p|IMPCHASE|PURH,2,ENSG00000138363,HGNC:794,601731,protein-coding
472,ATM,AT1|ATA|ATC|ATD|ATDC|ATE|TEL1|TELO1,11,ENSG00000149311,HGNC:795,607585,protein-coding
473,RERE,ARG|ARP|ATN1L|DNB1|NEDBEH,1,ENSG00000142599,HGNC:9965,605226,protein-coding
474,ATOH1,ATH1|DFNA89|HATH1|MATH-1|bHLHa14,4,ENSG00000172238,HGNC:797,601461,protein-coding
475,ATOX1,ATX1|HAH1,5,ENSG00000177556,HGNC:798,602270,protein-coding
476,ATP1A1,CMT2DD|HOMGSMR2,1,ENSG00000163399,HGNC:799,182310,protein-coding
477,ATP1A2,DEE98|FARIMPD|FHM2|MHP2,1,ENSG00000018625,HGNC:800,182340,protein-coding
478,ATP1A3,AHC2|ATP1A1|CAPOS|DEE99|DYT12|RDP,19,ENSG00000105409,HGNC:801,182350,protein-coding
479,ATP12A,ATP1AL1|H-K-ATPase|HK,13,ENSG00000075673,HGNC:13816,182360,protein-coding
480,ATP1A4,ATP1A1|ATP1AL2,1,ENSG00000132681,HGNC:14073,607321,protein-coding
481,ATP1B1,ATP1B,1,ENSG00000143153,HGNC:804,182330,protein-coding
482,ATP1B2,AMOG,17,ENSG00000129244,HGNC:805,182331,protein-coding
483,ATP1B3,ATPB-3|CD298,3,ENSG00000069849,HGNC:806,601867,protein-coding
484,ATP1B3P1,-,2,,HGNC:807,,pseudo
485,ATP1B1P1,ATP1BL1,4,,HGNC:809,,pseudo
486,FXYD2,ATP1G1|HOMG2,11,ENSG00000137731,HGNC:4026,601814,protein-coding
487,ATP2A1,ATP2A|SERCA1,16,ENSG00000196296,HGNC:811,108730,protein-coding
488,ATP2A2,ATP2B|DAR|DD|SERCA2,12,ENSG00000174437,HGNC:812,108740,protein-coding
489,ATP2A3,SERCA3,17,ENSG00000074370,HGNC:813,601929,protein-coding
490,ATP2B1,MRD66|PMCA1|PMCA1kb,12,ENSG00000070961,HGNC:814,108731,protein-coding
491,ATP2B2,DFNA82|PMCA2|PMCA2a|PMCA2i,3,ENSG00000157087,HGNC:815,108733,protein-coding
492,ATP2B3,CFAP39|CLA2|OPCA|PMCA3|PMCA3a|SCAX1,X,ENSG00000067842,HGNC:816,300014,protein-coding
493,ATP2B4,ATP2B2|MXRA1|PMCA4|PMCA4b|PMCA4x,1,ENSG00000058668,HGNC:817,108732,protein-coding
495,ATP4A,ATP6A,19,ENSG00000105675,HGNC:819,137216,protein-coding
496,ATP4B,ATP6B,13,ENSG00000186009,HGNC:820,137217,protein-coding
498,ATP5F1A,ATP5A|ATP5A1|ATP5AL2|ATPM|COXPD22|HEL-S-123m|MC5DN4|MC5DN4A|MC5DN4B|MOM2|OMR|ORM|hATP1,18,ENSG00000152234,HGNC:823,164360,protein-coding
501,ALDH7A1,ATQ1|EPD|EPEO4|PDE,5,ENSG00000164904,HGNC:877,107323,protein-coding
504,ATP5F1AP2,ATP5A1P2|ATP5AP2,2,,HGNC:828,,pseudo
506,ATP5F1B,ATP5B|ATPMB|ATPSB|HEL-S-271|HUMOP2,12,ENSG00000110955,HGNC:830,102910,protein-coding
507,ATP5F1BP1,ATP5BL1|ATP5BP1|ATPMBL1|ATPSBL1,2,ENSG00000231635,HGNC:831,,pseudo
509,ATP5F1C,ATP5C|ATP5C1|ATP5CL1,10,ENSG00000165629,HGNC:833,108729,protein-coding
513,ATP5F1D,ATP5D|MC5DN5,19,ENSG00000099624,HGNC:837,603150,protein-coding
514,ATP5F1E,ATP5E|ATPE|MC5DN3,20,ENSG00000124172,HGNC:838,606153,protein-coding
515,ATP5PB,ATP5F1|PIG47,1,ENSG00000116459,HGNC:840,603270,protein-coding
516,ATP5MC1,ATP5A|ATP5G|ATP5G1,17,ENSG00000159199,HGNC:841,603192,protein-coding
517,ATP5MC2,ATP5A|ATP5G2,12,ENSG00000135390,HGNC:842,603193,protein-coding
518,ATP5MC3,ATP5G3|DYTSPG|P3,2,ENSG00000154518,HGNC:843,602736,protein-coding
520,ATP5MC2P1,ATP5G2P1|ATP5GP1,1,,HGNC:844,,pseudo
521,ATP5ME,ATP5I|ATP5K,4,ENSG00000169020,HGNC:846,601519,protein-coding
522,ATP5PF,ATP5|ATP5A|ATP5J|ATPM|CF6|F6,21,ENSG00000154723,HGNC:847,603152,protein-coding
523,ATP6V1A,ARCL2D|ATP6A1|ATP6V1A1|DEE93|HO68|IECEE3|VA68|VPP2|Vma1,3,ENSG00000114573,HGNC:851,607027,protein-coding
525,ATP6V1B1,ATP6B1|DRTA2|RTA1B|VATB|VMA2|VPP3,2,ENSG00000116039,HGNC:853,192132,protein-coding
526,ATP6V1B2,ATP6B1B2|ATP6B2|DOOD|HO57|VATB|VPP3|Vma2|ZLS2,8,ENSG00000147416,HGNC:854,606939,protein-coding
527,ATP6V0C,ATP6C|ATP6L|ATPL|EPEO3|VATL|VPPC|Vma3,16,ENSG00000185883,HGNC:855,108745,protein-coding
528,ATP6V1C1,ATP6C|ATP6D|VATC|Vma5,8,ENSG00000155097,HGNC:856,603097,protein-coding
529,ATP6V1E1,ARCL2C|ATP6E|ATP6E2|ATP6V1E|P31|Vma4,22,ENSG00000131100,HGNC:857,108746,protein-coding
533,ATP6V0B,ATP6F|HATPL|VMA16,1,ENSG00000117410,HGNC:861,603717,protein-coding
534,ATP6V1G2,ATP6G|ATP6G2|NG38|VMA10,6,ENSG00000213760,HGNC:862,606853,protein-coding
535,ATP6V0A1,ATP6N1|ATP6N1A|DEE104|NEDEBA|Stv1|VPP1|Vph1|a1,17,ENSG00000033627,HGNC:865,192130,protein-coding
537,ATP6AP1,16A|ATP6IP1|ATP6S1|Ac45|CF2|VATPS1|XAP-3|XAP3,X,ENSG00000071553,HGNC:868,300197,protein-coding
538,ATP7A,DSMAX|HMNX|MK|MNK|SMAX3,X,ENSG00000165240,HGNC:869,300011,protein-coding
539,ATP5PO,ATP5O|ATPO|HMC08D05|MC5DN7|OSCP,21,ENSG00000241837,HGNC:850,600828,protein-coding
540,ATP7B,PWD|WC1|WD|WND,13,ENSG00000123191,HGNC:870,606882,protein-coding
541,ALDH7A1P1,ATQL1,5,ENSG00000251400,HGNC:878,,pseudo
542,ALDH7A1P2,ATQL2,2,ENSG00000232292,HGNC:879,,pseudo
543,ALDH7A1P3,ATQL3,7,,HGNC:880,,pseudo
544,ALDH7A1P4,ATQL4,10,,HGNC:881,,pseudo
545,ATR,FCTCS|FRP1|MEC1|SCKL|SCKL1,3,ENSG00000175054,HGNC:882,601215,protein-coding
546,ATRX,JMS|MRX52|RAD54|RAD54L|XH2|XNP|ZNF-HX,X,ENSG00000085224,HGNC:886,300032,protein-coding
547,KIF1A,ATSV|C2orf20|HSN2C|MRD9|NESCAVS|SPG30|SPG30A|SPG30B|UNC104,2,ENSG00000130294,HGNC:888,601255,protein-coding
549,AUH,-,9,ENSG00000148090,HGNC:890,600529,protein-coding
550,AUP1,-,2,ENSG00000115307,HGNC:891,602434,protein-coding
551,AVP,ADH|ARVP|AVP-NPII|AVRP|VP,20,ENSG00000101200,HGNC:894,192340,protein-coding
552,AVPR1A,AVPR V1a|AVPR1|V1aR,12,ENSG00000166148,HGNC:895,600821,protein-coding
553,AVPR1B,AVPR3|V1bR|VPR3,1,ENSG00000198049,HGNC:896,600264,protein-coding
554,AVPR2,ADHR|DI1|DIR|DIR3|NDI|NDI1|V2R,X,ENSG00000126895,HGNC:897,300538,protein-coding
558,AXL,ARK|AXL3|JTK11|Tyro7|UFO,19,ENSG00000167601,HGNC:905,109135,protein-coding
563,AZGP1,ZA2G|ZAG,7,ENSG00000160862,HGNC:910,194460,protein-coding
566,AZU1,AZAMP|AZU|CAP37|HBP|HUMAZUR|NAZC|hHBP,19,ENSG00000172232,HGNC:913,162815,protein-coding
567,B2M,AMYLD6|IMD43|MHC1D4,15,ENSG00000166710,HGNC:914,109700,protein-coding
568,B2MR,-,15,,HGNC:915,109710,unknown
570,BAAT,BACAT|BACD1|BAT|FHCA3|HCHO,9,ENSG00000136881,HGNC:932,602938,protein-coding
571,BACH1,BACH-1|BTBD24,21,ENSG00000156273,HGNC:935,602751,protein-coding
572,BAD,BBC2|BCL2L8,11,ENSG00000002330,HGNC:936,603167,protein-coding
573,BAG1,BAG-1|HAP|RAP46,9,ENSG00000107262,HGNC:937,601497,protein-coding
574,BAGE,BAGE1|CT2.1,21,,HGNC:942,605167,protein-coding
575,ADGRB1,BAI1|GDAIF,8,ENSG00000181790,HGNC:943,602682,protein-coding
576,ADGRB2,BAI2,1,ENSG00000121753,HGNC:944,602683,protein-coding
577,ADGRB3,BAI3,6,ENSG00000135298,HGNC:945,602684,protein-coding
578,BAK1,BAK|BAK-LIKE|BCL2L7|CDN1,6,ENSG00000030110,HGNC:949,600516,protein-coding
579,NKX3-2,BAPX1|NKX3.2|NKX3B|SMMD,4,ENSG00000109705,HGNC:951,602183,protein-coding
580,BARD1,-,2,ENSG00000138376,HGNC:952,601593,protein-coding
581,BAX,BCL2L4,19,ENSG00000087088,HGNC:959,600040,protein-coding
582,BBS1,BBS2L2,11,ENSG00000174483,HGNC:966,209901,protein-coding
583,BBS2,BBS|RP74,16,ENSG00000125124,HGNC:967,606151,protein-coding
585,BBS4,-,15,ENSG00000140463,HGNC:969,600374,protein-coding
586,BCAT1,BCATC|BCT1|ECA39|MECA39|PNAS121|PP18,12,ENSG00000060982,HGNC:976,113520,protein-coding
587,BCAT2,BCAM|BCATM|BCT2|HVLI|PP18,19,ENSG00000105552,HGNC:977,113530,protein-coding
590,BCHE,BCHED|CHE1|CHE2|E1,3,ENSG00000114200,HGNC:983,177400,protein-coding
593,BCKDHA,BCKDE1A|MSU|MSUD1|MSUD1A|OVD1A,19,ENSG00000248098,HGNC:986,608348,protein-coding
594,BCKDHB,BCKDE1B|BCKDH E1-beta|E1B|MSUD1B|OVD1B,6,ENSG00000083123,HGNC:987,248611,protein-coding
595,CCND1,BCL1|D11S287E|PRAD1|U21B31,11,ENSG00000110092,HGNC:1582,168461,protein-coding
596,BCL2,Bcl-2|PPP1R50,18,ENSG00000171791,HGNC:990,151430,protein-coding
597,BCL2A1,ACC-1|ACC-2|ACC1|ACC2|BCL2L5|BFL1|GRS|HBPA1,15,ENSG00000140379,HGNC:991,601056,protein-coding
598,BCL2L1,BCL-XL/S|BCL2L|BCLX|Bcl-X|PPP1R52,20,ENSG00000171552,HGNC:992,600039,protein-coding
599,BCL2L2,BCL-W|BCL2-L-2|BCLW|PPP1R51,14,ENSG00000129473,HGNC:995,601931,protein-coding
600,BAK1P1,BAK2|BCL2L7P1|Bak-2,20,,HGNC:996,,pseudo
601,BAK1P2,BAK3|BAK3P|BCL2L7P2,11,,HGNC:997,,pseudo
602,BCL3,BCL4|D19S37,19,ENSG00000069399,HGNC:998,109560,protein-coding
603,BCL5,-,17,,,151441,unknown
604,BCL6,BCL5|BCL6A|LAZ3|ZBTB27|ZNF51,3,ENSG00000113916,HGNC:1001,109565,protein-coding
605,BCL7A,BCL7|SMARCJ1,12,ENSG00000110987,HGNC:1004,601406,protein-coding
606,NBEAP1,BCL8|BCL8A,15,,HGNC:1007,601889,pseudo
607,BCL9,LGS,1,ENSG00000116128,HGNC:1008,602597,protein-coding
608,TNFRSF17,BCM|BCMA|CD269|TNFRSF13A,16,ENSG00000048462,HGNC:11913,109545,protein-coding
610,HCN2,BCNG-2|BCNG2|EIG17|FEB2|GEFSP11|HAC-1,19,ENSG00000099822,HGNC:4846,602781,protein-coding
611,OPN1SW,BCP|BOP|CBT,7,ENSG00000128617,HGNC:1012,613522,protein-coding
613,BCR,ALL|BCR1|CML|D22S11|D22S662|PHL,22,ENSG00000186716,HGNC:1014,151410,protein-coding
616,BCRP4,BCR-4|BCR4|BCRL4,22,ENSG00000215456,HGNC:1017,,pseudo
617,BCS1L,BCS|BCS1|BJS|FLNMS|GRACILE|Hs.6719|MC3DN1|PTD|h-BCS|h-BCS1,2,ENSG00000074582,HGNC:1020,603647,protein-coding
618,BCYRN1,BC200|BC200a|LINC00004|NCRNA00004,2,ENSG00000236824,HGNC:1022,606089,ncRNA
619,BCYRN1P1,BC200b,X,,HGNC:1023,,pseudo
620,BCYRN1P2,BC200g,1,,HGNC:1024,,pseudo
622,BDH1,BDH|SDR9C1,3,ENSG00000161267,HGNC:1027,603063,protein-coding
623,BDKRB1,B1BKR|B1R|BKB1R|BKR1|BRADYB1,14,ENSG00000100739,HGNC:1029,600337,protein-coding
624,BDKRB2,B2R|BK-2|BK2|BKR2|BRB2,14,ENSG00000168398,HGNC:1030,113503,protein-coding
627,BDNF,ANON2|BULN2,11,ENSG00000176697,HGNC:1033,113505,protein-coding
628,BEVI,-,6,,,109180,unknown
629,CFB,AHUS4|ARMD14|BF|BFD|CFAB|CFBD|FB|FBI12|GBG|H2-Bf|PBF2,6,ENSG00000243649,HGNC:1037,138470,protein-coding
631,BFSP1,CP115|CP94|CTRCT33|LIFL-H,20,ENSG00000125864,HGNC:1040,603307,protein-coding
632,BGLAP,BGP|OC|OCN,1,ENSG00000242252,HGNC:1043,112260,protein-coding
633,BGN,DSPG1|MRLS|PG-S1|PGI|SEMDX|SLRR1A,X,ENSG00000182492,HGNC:1044,301870,protein-coding
634,CEACAM1,BGP|BGP1|BGPI,19,ENSG00000079385,HGNC:1814,109770,protein-coding
635,BHMT,BHMT1|HEL-S-61p,5,ENSG00000145692,HGNC:1047,602888,protein-coding
636,BICD1,BICD|bic-D 1,12,ENSG00000151746,HGNC:1049,602204,protein-coding
637,BID,FP497,22,ENSG00000015475,HGNC:1050,601997,protein-coding
638,BIK,BIP1|BP4|NBK,22,ENSG00000100290,HGNC:1051,603392,protein-coding
639,PRDM1,BLIMP-1|BLIMP1|PRDI-BF1,6,ENSG00000057657,HGNC:9346,603423,protein-coding
640,BLK,MODY11,8,ENSG00000136573,HGNC:1057,191305,protein-coding
641,BLM,BS|MGRISCE1|RECQ2|RECQL2|RECQL3,15,ENSG00000197299,HGNC:1058,604610,protein-coding
642,BLMH,BH|BMH,17,ENSG00000108578,HGNC:1059,602403,protein-coding
643,CXCR5,BLR1|CD185|MDR15,11,ENSG00000160683,HGNC:1060,601613,protein-coding
644,BLVRA,BLVR|BVR|BVRA|BVRalpha,7,ENSG00000106605,HGNC:1062,109750,protein-coding
645,BLVRB,BVRB|FLR|HEL-S-10|SDR43U1,19,ENSG00000090013,HGNC:1063,600941,protein-coding
646,BNC1,BNC|BSN1|HsT19447|POF16|bn1,15,ENSG00000169594,HGNC:1081,601930,protein-coding
648,BMI1,FLVI2/BMI1|PCGF4|RNF51|flvi-2/bmi-1,10,ENSG00000168283,HGNC:1066,164831,protein-coding
649,BMP1,OI13|PCOLC|PCP|PCP2|TLD,8,ENSG00000168487,HGNC:1067,112264,protein-coding
650,BMP2,BDA2|BMP2A|SSFSC|SSFSC1,20,ENSG00000125845,HGNC:1069,112261,protein-coding
651,BMP3,BMP-3A,4,ENSG00000152785,HGNC:1070,112263,protein-coding
652,BMP4,BMP2B|BMP2B1|MCOPS6|OFC11|ZYME,14,ENSG00000125378,HGNC:1071,112262,protein-coding
653,BMP5,-,6,ENSG00000112175,HGNC:1072,112265,protein-coding
